num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,booking_destination,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete,origin,destination,country_route
2,Internet,RoundTrip,9,3,11,Tue,PENPVG,Malaysia,China,1,0,1,5.33,1,PEN,PVG,Malaysia to China
1,Internet,RoundTrip,6,3,9,Fri,PENPVG,Malaysia,China,1,1,0,5.33,1,PEN,PVG,Malaysia to China
1,Mobile,RoundTrip,9,3,1,Tue,PENPVG,Malaysia,China,0,1,0,5.33,1,PEN,PVG,Malaysia to China
1,Internet,RoundTrip,0,3,1,Fri,PENPVG,Malaysia,China,0,1,0,5.33,1,PEN,PVG,Malaysia to China
1,Internet,RoundTrip,4,3,8,Fri,PENPVG,Malaysia,China,0,0,0,5.33,1,PEN,PVG,Malaysia to China
1,Internet,RoundTrip,4,3,13,Wed,PENPVG,Malaysia,China,1,1,1,5.33,1,PEN,PVG,Malaysia to China
1,Internet,RoundTrip,14,3,3,Sun,PENPVG,Malaysia,China,1,0,0,5.33,1,PEN,PVG,Malaysia to China
1,Internet,RoundTrip,127,3,8,Wed,PENPVG,Malaysia,China,0,1,1,5.33,1,PEN,PVG,Malaysia to China
2,Internet,RoundTrip,14,3,7,Wed,PENPVG,Malaysia,China,1,0,1,5.33,1,PEN,PVG,Malaysia to China
2,Internet,RoundTrip,4,3,9,Sun,PENPVG,Malaysia,China,1,1,1,5.33,1,PEN,PVG,Malaysia to China
2,Mobile,RoundTrip,293,3,4,Thu,PENPVG,Malaysia,China,1,0,0,5.33,1,PEN,PVG,Malaysia to China
2,Internet,RoundTrip,90,3,13,Tue,PENPVG,Malaysia,China,1,1,1,5.33,1,PEN,PVG,Malaysia to China
1,Internet,RoundTrip,25,3,16,Sun,PENPVG,Malaysia,China,0,0,1,5.33,1,PEN,PVG,Malaysia to China
1,Internet,RoundTrip,8,3,6,Tue,PENPVG,Malaysia,China,1,0,0,5.33,1,PEN,PVG,Malaysia to China
2,Internet,RoundTrip,18,3,8,Thu,PENPVG,Malaysia,China,0,0,0,5.33,1,PEN,PVG,Malaysia to China
2,Internet,RoundTrip,136,3,15,Tue,PENPVG,Malaysia,China,0,1,0,5.33,1,PEN,PVG,Malaysia to China
2,Internet,RoundTrip,44,3,12,Mon,PENSYD,Malaysia,Australia,1,0,1,8.58,1,PEN,SYD,Malaysia to Australia
2,Internet,RoundTrip,34,3,2,Fri,PENTPE,Malaysia,Taiwan,0,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,8,3,14,Thu,PENTPE,Malaysia,Taiwan,0,0,1,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,4,3,8,Thu,PENTPE,Malaysia,Taiwan,1,1,1,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,0,3,0,Fri,PENTPE,Malaysia,Taiwan,0,1,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,101,3,2,Sun,PENTPE,Malaysia,Taiwan,0,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,5,3,9,Mon,PENTPE,Malaysia,Taiwan,1,1,1,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,2,3,15,Sun,PENTPE,Malaysia,Taiwan,1,0,1,4.67,1,PEN,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,4,3,6,Wed,PENTPE,Malaysia,Taiwan,1,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,9,3,2,Wed,PENTPE,Malaysia,Taiwan,0,0,1,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,17,3,10,Tue,PENTPE,Malaysia,Taiwan,0,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,9,3,13,Wed,PENTPE,Malaysia,Taiwan,1,1,0,4.67,1,PEN,TPE,Malaysia to Taiwan
4,Mobile,RoundTrip,71,3,5,Thu,PENTPE,Malaysia,Taiwan,1,0,1,4.67,1,PEN,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,20,3,1,Thu,PENTPE,Malaysia,Taiwan,1,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,89,3,14,Sat,PENTPE,Malaysia,Taiwan,1,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,9,3,13,Wed,PENTPE,Malaysia,Taiwan,1,1,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,15,3,18,Thu,PENTPE,Malaysia,Taiwan,1,0,1,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,9,3,13,Wed,PENTPE,Malaysia,Taiwan,1,1,0,4.67,1,PEN,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,23,3,13,Wed,PENTPE,Malaysia,Taiwan,1,0,1,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,20,3,7,Wed,PENTPE,Malaysia,Taiwan,1,1,1,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,12,3,10,Thu,PENTPE,Malaysia,Taiwan,0,0,1,4.67,1,PEN,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,4,3,5,Thu,PENTPE,Malaysia,Taiwan,0,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,4,3,13,Sat,PENTPE,Malaysia,Taiwan,1,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,1,3,2,Wed,PENTPE,Malaysia,Taiwan,0,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,18,3,12,Wed,PENTPE,Malaysia,Taiwan,0,1,1,4.67,1,PEN,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,114,3,9,Wed,PENTPE,Malaysia,Taiwan,0,1,1,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,29,3,8,Thu,PENTPE,Malaysia,Taiwan,1,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,31,3,2,Mon,PENTPE,Malaysia,Taiwan,1,1,0,4.67,1,PEN,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,64,3,14,Sun,PENTPE,Malaysia,Taiwan,0,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,23,3,4,Tue,PENTPE,Malaysia,Taiwan,0,0,1,4.67,1,PEN,TPE,Malaysia to Taiwan
7,Internet,RoundTrip,19,3,8,Sat,PENTPE,Malaysia,Taiwan,1,0,1,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,26,3,4,Fri,PENTPE,Malaysia,Taiwan,1,1,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,6,3,4,Mon,PENTPE,Malaysia,Taiwan,0,1,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,0,3,6,Fri,PENTPE,Malaysia,Taiwan,0,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,5,3,8,Fri,PENTPE,Malaysia,Taiwan,0,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,3,3,22,Wed,PENTPE,Malaysia,Taiwan,1,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,2,3,12,Wed,PENTPE,Malaysia,Taiwan,0,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,144,3,11,Tue,PENTPE,Malaysia,Taiwan,1,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,0,3,2,Mon,PENTPE,Malaysia,Taiwan,0,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,251,3,7,Thu,PENTPE,Malaysia,Taiwan,1,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,12,3,14,Sun,PENTPE,Malaysia,Taiwan,0,1,0,4.67,1,PEN,TPE,Malaysia to Taiwan
2,Internet,RoundTrip,117,3,18,Mon,PENTPE,Malaysia,Taiwan,1,0,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Mobile,RoundTrip,2,3,9,Mon,PENTPE,Malaysia,Taiwan,1,1,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,9,3,9,Sun,PENTPE,Malaysia,Taiwan,0,1,0,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,211,3,11,Wed,PENTPE,Malaysia,Taiwan,0,0,1,4.67,1,PEN,TPE,Malaysia to Taiwan
1,Mobile,RoundTrip,16,3,6,Mon,PENXIY,Malaysia,China,1,1,1,5.0,1,PEN,XIY,Malaysia to China
1,Internet,RoundTrip,38,3,9,Mon,PERPNH,Australia,Cambodia,0,0,0,5.62,1,PER,PNH,Australia to Cambodia
2,Internet,RoundTrip,18,3,3,Thu,PERPVG,Australia,China,0,0,0,5.62,1,PER,PVG,Australia to China
1,Internet,RoundTrip,11,3,0,Sat,PERSGN,Australia,Vietnam,0,0,1,5.62,1,PER,SGN,Australia to Vietnam
1,Internet,RoundTrip,206,3,12,Thu,PERSGN,Australia,Vietnam,0,0,1,5.62,1,PER,SGN,Australia to Vietnam
1,Internet,RoundTrip,6,3,11,Sun,PERSGN,Australia,Vietnam,1,0,0,5.62,1,PER,SGN,Australia to Vietnam
1,Internet,RoundTrip,4,3,13,Wed,PERSGN,Australia,Vietnam,1,0,1,5.62,1,PER,SGN,Australia to Vietnam
3,Internet,RoundTrip,111,3,14,Tue,PERTGG,Australia,Malaysia,1,0,1,5.62,1,PER,TGG,Australia to Malaysia
1,Internet,RoundTrip,1,3,21,Thu,PNHSYD,Cambodia,Australia,0,1,1,8.58,1,PNH,SYD,Cambodia to Australia
1,Internet,RoundTrip,47,3,13,Sat,PUSSIN,South Korea,Singapore,0,1,1,6.33,1,PUS,SIN,South Korea to Singapore
1,Internet,RoundTrip,8,3,2,Mon,PUSSIN,South Korea,Singapore,0,0,0,6.33,1,PUS,SIN,South Korea to Singapore
2,Internet,RoundTrip,3,3,10,Mon,PUSSIN,South Korea,Singapore,1,0,0,6.33,1,PUS,SIN,South Korea to Singapore
1,Internet,RoundTrip,11,3,11,Wed,PUSSUB,South Korea,Indonesia,1,1,1,6.33,1,PUS,SUB,South Korea to Indonesia
1,Internet,RoundTrip,121,3,9,Wed,PVGSGN,China,Vietnam,0,0,1,5.33,1,PVG,SGN,China to Vietnam
3,Internet,RoundTrip,22,3,17,Mon,PVGSGN,China,Vietnam,1,0,0,5.33,1,PVG,SGN,China to Vietnam
1,Internet,RoundTrip,14,3,19,Thu,PVGSIN,China,Singapore,0,0,0,5.33,1,PVG,SIN,China to Singapore
1,Internet,RoundTrip,82,3,12,Mon,PVGSIN,China,Singapore,0,0,1,5.33,1,PVG,SIN,China to Singapore
1,Internet,RoundTrip,186,3,17,Sun,PVGSIN,China,Singapore,0,0,0,5.33,1,PVG,SIN,China to Singapore
2,Internet,RoundTrip,50,3,10,Sat,SBWTPE,Malaysia,Taiwan,0,0,0,4.67,1,SBW,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,40,3,7,Sat,SBWTPE,Malaysia,Taiwan,0,0,0,4.67,1,SBW,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,1,3,14,Sun,SBWTPE,Malaysia,Taiwan,0,1,0,4.67,1,SBW,TPE,Malaysia to Taiwan
3,Internet,RoundTrip,1,3,14,Sun,SBWTPE,Malaysia,Taiwan,0,1,0,4.67,1,SBW,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,2,3,5,Wed,SGNSYD,Vietnam,Australia,1,0,1,8.58,1,SGN,SYD,Vietnam to Australia
1,Internet,RoundTrip,5,3,8,Wed,SGNSYD,Vietnam,Australia,0,1,0,8.58,1,SGN,SYD,Vietnam to Australia
2,Internet,RoundTrip,30,3,9,Sun,SINTPE,Singapore,Taiwan,0,0,0,4.67,1,SIN,TPE,Singapore to Taiwan
1,Internet,RoundTrip,13,3,1,Sat,SUBTPE,Indonesia,Taiwan,1,1,1,4.67,1,SUB,TPE,Indonesia to Taiwan
2,Internet,RoundTrip,110,3,15,Sat,TGGTPE,Malaysia,Taiwan,1,0,1,4.67,1,TGG,TPE,Malaysia to Taiwan
1,Internet,RoundTrip,86,4,17,Tue,AKLKUL,New Zealand,Malaysia,0,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,62,4,11,Wed,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,1,4,0,Thu,AKLKUL,New Zealand,Malaysia,0,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,10,4,5,Mon,AKLKUL,New Zealand,Malaysia,1,1,0,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Mobile,RoundTrip,27,4,4,Sat,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,111,4,9,Fri,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,15,4,3,Wed,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,49,4,11,Mon,AKLKUL,New Zealand,Malaysia,0,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,180,4,11,Fri,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,109,4,4,Mon,AKLKUL,New Zealand,Malaysia,0,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,41,4,12,Mon,AKLKUL,New Zealand,Malaysia,1,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,26,4,2,Fri,AKLKUL,New Zealand,Malaysia,0,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,18,4,9,Mon,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,18,4,7,Sat,AKLKUL,New Zealand,Malaysia,0,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,48,4,5,Thu,AKLKUL,New Zealand,Malaysia,0,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,5,4,14,Sun,AKLKUL,New Zealand,Malaysia,0,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,142,4,12,Mon,AKLKUL,New Zealand,Malaysia,0,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Mobile,RoundTrip,2,4,2,Thu,AKLKUL,New Zealand,Malaysia,0,1,0,8.83,1,AKL,KUL,New Zealand to Malaysia
3,Internet,RoundTrip,20,4,6,Sat,AKLKUL,New Zealand,Malaysia,0,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,22,4,1,Sun,AKLKUL,New Zealand,Malaysia,1,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
5,Internet,RoundTrip,379,4,15,Wed,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,8,4,10,Sat,AKLKUL,New Zealand,Malaysia,1,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
2,Internet,RoundTrip,59,4,17,Tue,AKLKUL,New Zealand,Malaysia,0,0,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,26,4,1,Wed,AKLKUL,New Zealand,Malaysia,0,0,0,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,13,4,5,Thu,AKLKUL,New Zealand,Malaysia,1,1,1,8.83,1,AKL,KUL,New Zealand to Malaysia
1,Internet,RoundTrip,287,4,10,Sun,AORICN,Malaysia,South Korea,0,0,0,6.62,1,AOR,ICN,Malaysia to South Korea
1,Internet,RoundTrip,42,4,13,Mon,AORICN,Malaysia,South Korea,0,0,1,6.62,1,AOR,ICN,Malaysia to South Korea
3,Internet,RoundTrip,30,4,12,Wed,AORKIX,Malaysia,Japan,0,0,1,7.0,1,AOR,KIX,Malaysia to Japan
1,Internet,RoundTrip,69,4,3,Thu,BDOICN,Indonesia,South Korea,1,1,1,6.62,1,BDO,ICN,Indonesia to South Korea
2,Internet,RoundTrip,3,4,9,Wed,BDOICN,Indonesia,South Korea,1,1,0,6.62,1,BDO,ICN,Indonesia to South Korea
1,Internet,RoundTrip,43,4,4,Tue,BDOKIX,Indonesia,Japan,0,0,0,7.0,1,BDO,KIX,Indonesia to Japan
1,Internet,RoundTrip,10,4,22,Mon,BDOKIX,Indonesia,Japan,1,0,1,7.0,1,BDO,KIX,Indonesia to Japan
1,Internet,RoundTrip,50,4,8,Wed,BDOMEL,Indonesia,Australia,0,0,1,8.83,1,BDO,MEL,Indonesia to Australia
1,Internet,RoundTrip,1,4,11,Wed,BDOPER,Indonesia,Australia,1,1,0,5.62,1,BDO,PER,Indonesia to Australia
1,Mobile,RoundTrip,14,4,8,Thu,BDOPVG,Indonesia,China,0,0,0,5.33,1,BDO,PVG,Indonesia to China
1,Internet,RoundTrip,120,4,14,Sun,BDOPVG,Indonesia,China,0,0,0,5.33,1,BDO,PVG,Indonesia to China
1,Internet,RoundTrip,22,4,13,Tue,BDOSYD,Indonesia,Australia,0,0,1,8.58,1,BDO,SYD,Indonesia to Australia
2,Internet,RoundTrip,126,4,15,Wed,BKICTS,Malaysia,Japan,1,1,0,8.67,1,BKI,CTS,Malaysia to Japan
1,Internet,RoundTrip,2,4,6,Thu,BKICTU,Malaysia,China,1,0,0,4.72,1,BKI,CTU,Malaysia to China
6,Internet,RoundTrip,60,4,17,Mon,BKICTU,Malaysia,China,1,1,0,4.72,1,BKI,CTU,Malaysia to China
1,Internet,RoundTrip,24,4,4,Fri,BKICTU,Malaysia,China,0,0,0,4.72,1,BKI,CTU,Malaysia to China
1,Internet,RoundTrip,58,4,13,Wed,BKIHND,Malaysia,Japan,0,0,0,7.57,1,BKI,HND,Malaysia to Japan
2,Internet,RoundTrip,86,4,13,Mon,BKIHND,Malaysia,Japan,0,0,0,7.57,1,BKI,HND,Malaysia to Japan
1,Internet,RoundTrip,15,4,13,Tue,BKIHND,Malaysia,Japan,1,0,0,7.57,1,BKI,HND,Malaysia to Japan
1,Internet,RoundTrip,81,4,12,Sun,BKIHND,Malaysia,Japan,0,1,1,7.57,1,BKI,HND,Malaysia to Japan
1,Mobile,RoundTrip,75,4,23,Mon,BKIHND,Malaysia,Japan,1,1,1,7.57,1,BKI,HND,Malaysia to Japan
1,Internet,RoundTrip,28,4,15,Mon,BKIHND,Malaysia,Japan,0,0,1,7.57,1,BKI,HND,Malaysia to Japan
2,Internet,RoundTrip,51,4,3,Wed,BKIHND,Malaysia,Japan,1,0,0,7.57,1,BKI,HND,Malaysia to Japan
1,Internet,RoundTrip,22,4,15,Tue,BKIICN,Malaysia,South Korea,0,1,0,6.62,1,BKI,ICN,Malaysia to South Korea
2,Internet,RoundTrip,23,4,14,Mon,BKIICN,Malaysia,South Korea,1,0,0,6.62,1,BKI,ICN,Malaysia to South Korea
1,Internet,RoundTrip,18,4,13,Wed,BKIICN,Malaysia,South Korea,1,0,0,6.62,1,BKI,ICN,Malaysia to South Korea
2,Internet,RoundTrip,10,4,7,Tue,BKIICN,Malaysia,South Korea,1,1,1,6.62,1,BKI,ICN,Malaysia to South Korea
2,Internet,RoundTrip,40,4,5,Sat,BKIICN,Malaysia,South Korea,0,0,0,6.62,1,BKI,ICN,Malaysia to South Korea
1,Internet,RoundTrip,48,4,3,Sat,BKIICN,Malaysia,South Korea,1,0,0,6.62,1,BKI,ICN,Malaysia to South Korea
4,Internet,RoundTrip,236,4,8,Mon,BKIICN,Malaysia,South Korea,1,0,0,6.62,1,BKI,ICN,Malaysia to South Korea
3,Internet,RoundTrip,197,4,13,Mon,BKIICN,Malaysia,South Korea,1,0,0,6.62,1,BKI,ICN,Malaysia to South Korea
2,Internet,RoundTrip,15,4,6,Sat,BKIICN,Malaysia,South Korea,0,1,0,6.62,1,BKI,ICN,Malaysia to South Korea
2,Internet,RoundTrip,43,4,12,Thu,BKIICN,Malaysia,South Korea,0,1,0,6.62,1,BKI,ICN,Malaysia to South Korea
1,Internet,RoundTrip,5,4,10,Thu,BKIICN,Malaysia,South Korea,0,0,0,6.62,1,BKI,ICN,Malaysia to South Korea
4,Internet,RoundTrip,25,4,5,Sat,BKIICN,Malaysia,South Korea,1,0,1,6.62,1,BKI,ICN,Malaysia to South Korea
1,Internet,RoundTrip,24,4,5,Tue,BKIICN,Malaysia,South Korea,0,0,1,6.62,1,BKI,ICN,Malaysia to South Korea
1,Internet,RoundTrip,7,4,12,Thu,BKIICN,Malaysia,South Korea,1,1,1,6.62,1,BKI,ICN,Malaysia to South Korea
1,Mobile,RoundTrip,52,4,1,Thu,BKIICN,Malaysia,South Korea,0,0,0,6.62,1,BKI,ICN,Malaysia to South Korea
4,Internet,RoundTrip,28,4,6,Wed,BKIICN,Malaysia,South Korea,1,0,1,6.62,1,BKI,ICN,Malaysia to South Korea
3,Internet,RoundTrip,42,4,12,Sat,BKIICN,Malaysia,South Korea,0,1,1,6.62,1,BKI,ICN,Malaysia to South Korea
2,Internet,RoundTrip,19,4,5,Mon,BKIICN,Malaysia,South Korea,1,1,1,6.62,1,BKI,ICN,Malaysia to South Korea
2,Internet,RoundTrip,91,4,13,Fri,BKIICN,Malaysia,South Korea,1,0,0,6.62,1,BKI,ICN,Malaysia to South Korea
2,Internet,RoundTrip,56,4,3,Wed,BKIICN,Malaysia,South Korea,0,0,0,6.62,1,BKI,ICN,Malaysia to South Korea
1,Internet,RoundTrip,5,4,9,Thu,BKIICN,Malaysia,South Korea,1,1,1,6.62,1,BKI,ICN,Malaysia to South Korea
2,Internet,RoundTrip,12,4,2,Thu,BKIICN,Malaysia,South Korea,1,0,0,6.62,1,BKI,ICN,Malaysia to South Korea
2,Internet,RoundTrip,17,4,14,Sun,BKIICN,Malaysia,South Korea,1,0,1,6.62,1,BKI,ICN,Malaysia to South Korea
2,Internet,RoundTrip,263,4,12,Fri,BKIICN,Malaysia,South Korea,1,1,1,6.62,1,BKI,ICN,Malaysia to South Korea
1,Internet,RoundTrip,22,4,15,Tue,BKIICN,Malaysia,South Korea,0,1,0,6.62,1,BKI,ICN,Malaysia to South Korea
3,Internet,RoundTrip,99,4,12,Thu,BKIICN,Malaysia,South Korea,1,1,1,6.62,1,BKI,ICN,Malaysia to South Korea
2,Internet,RoundTrip,28,4,0,Wed,BKIICN,Malaysia,South Korea,1,0,0,6.62,1,BKI,ICN,Malaysia to South Korea
2,Internet,RoundTrip,56,4,4,Sun,BKIICN,Malaysia,South Korea,1,0,0,6.62,1,BKI,ICN,Malaysia to South Korea
2,Internet,RoundTrip,154,4,14,Sun,BKIICN,Malaysia,South Korea,0,0,1,6.62,1,BKI,ICN,Malaysia to South Korea
3,Internet,RoundTrip,236,4,10,Mon,BKIICN,Malaysia,South Korea,0,0,0,6.62,1,BKI,ICN,Malaysia to South Korea
2,Internet,RoundTrip,16,4,9,Mon,BKIICN,Malaysia,South Korea,1,0,1,6.62,1,BKI,ICN,Malaysia to South Korea
2,Internet,RoundTrip,158,4,19,Sun,BKIICN,Malaysia,South Korea,1,1,1,6.62,1,BKI,ICN,Malaysia to South Korea
2,Internet,RoundTrip,53,4,9,Tue,BKIICN,Malaysia,South Korea,1,0,0,6.62,1,BKI,ICN,Malaysia to South Korea
2,Internet,RoundTrip,55,4,2,Tue,BKIICN,Malaysia,South Korea,1,0,0,6.62,1,BKI,ICN,Malaysia to South Korea
2,Internet,RoundTrip,53,4,18,Sat,BKIICN,Malaysia,South Korea,1,0,0,6.62,1,BKI,ICN,Malaysia to South Korea
2,Internet,RoundTrip,41,4,10,Fri,BKIICN,Malaysia,South Korea,1,0,1,6.62,1,BKI,ICN,Malaysia to South Korea
1,Internet,RoundTrip,22,4,4,Sat,BKIICN,Malaysia,South Korea,1,1,1,6.62,1,BKI,ICN,Malaysia to South Korea
1,Internet,RoundTrip,4,4,2,Sat,BKIICN,Malaysia,South Korea,0,0,0,6.62,1,BKI,ICN,Malaysia to South Korea
3,Internet,RoundTrip,163,4,18,Fri,BKIICN,Malaysia,South Korea,1,0,0,6.62,1,BKI,ICN,Malaysia to South Korea
2,Internet,RoundTrip,84,4,3,Mon,BKIICN,Malaysia,South Korea,1,1,0,6.62,1,BKI,ICN,Malaysia to South Korea
1,Internet,RoundTrip,26,4,13,Sat,BKIKIX,Malaysia,Japan,1,0,0,7.0,1,BKI,KIX,Malaysia to Japan
4,Internet,RoundTrip,186,4,17,Mon,BKIKIX,Malaysia,Japan,1,1,1,7.0,1,BKI,KIX,Malaysia to Japan
1,Internet,RoundTrip,47,4,23,Wed,BKIKIX,Malaysia,Japan,1,0,0,7.0,1,BKI,KIX,Malaysia to Japan
1,Internet,RoundTrip,25,4,8,Fri,BKIKIX,Malaysia,Japan,1,0,0,7.0,1,BKI,KIX,Malaysia to Japan
2,Internet,RoundTrip,13,4,21,Sat,BKIMEL,Malaysia,Australia,1,1,1,8.83,1,BKI,MEL,Malaysia to Australia
1,Internet,RoundTrip,203,4,12,Thu,BKIMEL,Malaysia,Australia,0,0,0,8.83,1,BKI,MEL,Malaysia to Australia
3,Internet,RoundTrip,7,4,23,Tue,BKIMEL,Malaysia,Australia,0,0,1,8.83,1,BKI,MEL,Malaysia to Australia
1,Internet,RoundTrip,58,4,15,Sat,BKIMEL,Malaysia,Australia,0,0,0,8.83,1,BKI,MEL,Malaysia to Australia
1,Internet,RoundTrip,95,4,14,Sun,BKIMEL,Malaysia,Australia,0,0,0,8.83,1,BKI,MEL,Malaysia to Australia
2,Internet,RoundTrip,184,4,16,Mon,BKIMEL,Malaysia,Australia,0,0,0,8.83,1,BKI,MEL,Malaysia to Australia
1,Internet,RoundTrip,30,4,9,Tue,BKIMEL,Malaysia,Australia,1,1,1,8.83,1,BKI,MEL,Malaysia to Australia
2,Internet,RoundTrip,20,4,23,Sat,BKIOOL,Malaysia,Australia,1,0,0,8.83,1,BKI,OOL,Malaysia to Australia
2,Internet,RoundTrip,87,4,6,Fri,BKIOOL,Malaysia,Australia,1,0,0,8.83,1,BKI,OOL,Malaysia to Australia
2,Internet,RoundTrip,132,4,15,Wed,BKIPEK,Malaysia,China,0,1,0,6.42,1,BKI,PEK,Malaysia to China
1,Internet,RoundTrip,12,4,3,Sun,BKIPER,Malaysia,Australia,1,0,0,5.62,1,BKI,PER,Malaysia to Australia
1,Internet,RoundTrip,36,4,14,Wed,BKIPER,Malaysia,Australia,0,0,1,5.62,1,BKI,PER,Malaysia to Australia
2,Internet,RoundTrip,81,4,12,Tue,BKIPER,Malaysia,Australia,1,0,0,5.62,1,BKI,PER,Malaysia to Australia
1,Internet,RoundTrip,12,4,4,Thu,BKIPER,Malaysia,Australia,1,0,1,5.62,1,BKI,PER,Malaysia to Australia
2,Internet,RoundTrip,66,4,8,Thu,BKIPER,Malaysia,Australia,1,0,0,5.62,1,BKI,PER,Malaysia to Australia
1,Internet,RoundTrip,7,4,8,Thu,BKIPER,Malaysia,Australia,1,0,0,5.62,1,BKI,PER,Malaysia to Australia
